event_id,origin_time,magnitude,magnitude_type,rake,source_latitude,source_longitude,depth_source,source_depth_km,source_within_30_km,receiver_count,receivers_within_200_km,minimum_repi_km,minimum_rhypo_km,median_pga_g,mean_pga_g,maximum_pga_g,median_structural_loss_ratio,mean_structural_loss_ratio,maximum_structural_loss_ratio,locations_with_nonzero_structural_loss
85,1963-09-18 16:58:00,5.9,Mw,-82.0,40.7,28.95,waveform,15.0,True,311,33,39.63678955481503,42.38012607594147,0.00044225450168684495,0.0013519045302903805,0.03298448744398232,0.0,0.0,0.0,0
96,1964-06-14 12:15:00,5.8,Mw,-28.0,38.15,38.55,waveform,11.0,True,311,46,26.098225437733337,28.32167669822448,0.0006165537398149658,0.001918382551556177,0.0611875260294875,0.0,6.430868167202573e-11,1e-08,2
96,1964-06-14 12:15:00,5.8,Mw,-28.0,38.15,38.55,isc_ehb,10.0,True,311,46,26.098225437733337,27.948477078344563,0.0006166160890672646,0.0019292180955934252,0.06249383548364078,0.0,6.430868167202573e-11,1e-08,2
106,1964-10-06 14:31:00,6.3,Mw,-90.0,40.3,28.23,waveform,14.0,True,311,38,11.969627762163931,18.41933735954596,0.0008320928717876098,0.0029167110823793032,0.1733718050179241,0.0,6.430868167202573e-11,1e-08,2
159,1966-05-09 00:42:00,5.5,Mw,110.0,34.42,26.48,waveform,16.0,True,311,0,278.5695526144728,279.0286645558616,0.0001028569060818455,0.00015062115746121118,0.0011946966913359929,0.0,0.0,0.0,0
159,1966-05-09 00:42:00,5.5,Mw,110.0,34.42,26.48,isc_ehb,14.0,True,311,0,278.5695526144728,278.9211279982704,0.00010286299688105191,0.0001506480818687029,0.0011955207563273033,0.0,0.0,0.0,0
184,1967-01-11 11:20:00,5.6,Mw,81.0,34.07,45.66,waveform,10.0,True,311,0,424.050896326172,424.16879031233526,9.29076366947525e-05,0.00012137109262861818,0.0004768788402571482,0.0,0.0,0.0,0
184,1967-01-11 11:20:00,5.6,Mw,81.0,34.07,45.66,isc_ehb,22.0,True,311,0,424.050896326172,424.6211990410157,9.288339141055489e-05,0.00012129801808595095,0.00047598029373864504,0.0,0.0,0.0,0
200,1967-07-22 16:56:00,7.2,Mw,-178.0,40.67,30.75,waveform,12.0,True,311,36,11.527446487574037,16.63977230985698,0.0054517915445875574,0.010292999621648882,0.3748431217412811,0.0,0.00026833092466837946,0.083450857571866,7
200,1967-07-22 16:56:00,7.2,Mw,-178.0,40.67,30.75,isc_ehb,24.0,True,311,34,11.527446487574037,26.624838450662626,0.005442881205786684,0.009636745049142617,0.23486640488418414,0.0,4.223938816428177e-06,0.001313584971909163,7
237,1968-09-03 08:19:00,6.3,Mw,80.0,41.82,32.42,waveform,4.0,True,311,21,41.20863849877782,41.402317410055126,0.0012940043808752693,0.002512686961578004,0.06422742227274611,0.0,3.2154340836012864e-11,1e-08,1
237,1968-09-03 08:19:00,6.3,Mw,80.0,41.82,32.42,isc_ehb,6.0,True,311,21,41.20863849877782,41.64314933963273,0.0012939487580945967,0.002509063920035548,0.06365907998354707,0.0,3.2154340836012864e-11,1e-08,1
260,1969-03-03 00:59:00,5.7,Mw,68.0,40.06,27.5,waveform,5.0,True,311,33,10.044163473555287,11.21985828268353,0.0002864696072790515,0.0018377051119525937,0.23170772847300675,0.0,3.550762263071568e-06,0.0011042870638152576,1
260,1969-03-03 00:59:00,5.7,Mw,68.0,40.06,27.5,isc_ehb,9.0,True,311,33,10.044163473555287,13.486482858162175,0.0002864458591764454,0.0016801803499853691,0.1847402955178054,0.0,6.054146473484202e-08,1.882839553253587e-05,1
265,1969-03-23 21:08:00,5.8,Mw,-92.0,39.1,28.5,waveform,8.0,True,311,45,27.007698829746246,28.167637389001527,0.00036873333807866044,0.0016687157972893826,0.06053313509101733,0.0,3.2154340836012864e-11,1e-08,1
265,1969-03-23 21:08:00,5.8,Mw,-92.0,39.1,28.5,isc_ehb,10.0,True,311,45,27.007698829746246,28.799579789960074,0.0003686956564502505,0.001652371774322663,0.0584551579738889,0.0,3.2154340836012864e-11,1e-08,1
266,1969-03-25 13:21:00,5.9,Mw,-96.0,39.25,28.5,waveform,10.0,True,311,44,14.033368141245642,17.231814222180095,0.00044354770189095267,0.0020398822875828137,0.12763029176474958,0.0,3.2154340836012864e-11,1e-08,1
266,1969-03-25 13:21:00,5.9,Mw,-96.0,39.25,28.5,isc_ehb,10.0,True,311,44,14.033368141245642,17.231814222180095,0.00044354770189095267,0.0020398822875828137,0.12763029176474958,0.0,3.2154340836012864e-11,1e-08,1
267,1969-03-28 01:48:00,6.7,Mw,-97.0,38.48,28.47,waveform,3.0,True,311,45,25.25864709495717,25.43618000147798,0.0018565096450891003,0.006036751562157887,0.17299855995504773,0.0,1.607717041800643e-10,1e-08,5
267,1969-03-28 01:48:00,6.7,Mw,-97.0,38.48,28.47,isc_ehb,1.0,True,311,45,25.25864709495717,25.278434545429988,0.0018565336689798666,0.006047747497284648,0.1741865421377944,0.0,1.607717041800643e-10,1e-08,5
2275,1969-06-12 15:13:00,6.0,Mw,44.0,34.39,25.02,waveform,19.0,True,311,0,354.770294386129,355.2787099993759,0.00021321209093392869,0.0002872670259833705,0.0016937355001623504,0.0,0.0,0.0,0
2275,1969-06-12 15:13:00,6.0,Mw,44.0,34.39,25.02,isc_ehb,20.0,True,311,0,354.770294386129,355.33359224652634,0.00021320609309331926,0.00028724626227263905,0.0016933009179722364,0.0,0.0,0.0,0
302,1970-03-28 21:02:00,7.2,Mw,-97.0,39.16,29.51,waveform,8.0,True,311,46,4.0466643285302375,8.965237988352516,0.004513268273458148,0.011207423561216642,0.6229286891074066,0.0,0.002324194733405865,0.722824482089224,9
302,1970-03-28 21:02:00,7.2,Mw,-97.0,39.16,29.51,isc_ehb,17.0,True,311,46,4.0466643285302375,17.474996199936612,0.0045099319206195875,0.010191032380566878,0.34460271987265695,0.0,0.00014090097737566262,0.04382012396383107,9
305,1970-04-16 10:42:00,5.5,Mw,-102.0,38.96,29.93,waveform,8.0,True,311,51,16.23775768874587,18.101513051632608,0.000304430923367274,0.001266328126865113,0.08882607982944137,0.0,3.2154340836012864e-11,1e-08,1
306,1970-04-19 13:29:00,5.8,Mw,-87.0,38.97,29.79,waveform,10.0,True,311,50,27.558512179380642,29.316745957576384,0.0005076566045959758,0.0017859548084940586,0.05810902991897024,0.0,6.430868167202573e-11,1e-08,2
306,1970-04-19 13:29:00,5.8,Mw,-87.0,38.97,29.79,isc_ehb,17.0,True,311,50,27.558512179380642,32.38011107981366,0.0005072469009405944,0.0017089299358269156,0.049641635645117116,0.0,0.0,0.0,0
334,1971-05-12 12:57:00,5.5,Mw,-89.0,37.49,29.6,waveform,12.0,True,311,42,24.47408417881126,27.25767408256874,0.0002293978377795688,0.0010688259945392966,0.04713379408616706,0.0,0.0,0.0,0
334,1971-05-12 12:57:00,5.5,Mw,-89.0,37.49,29.6,isc_ehb,25.0,True,311,41,24.47408417881126,34.985436918688606,0.00022907245647407632,0.0009445807830593201,0.031120935044587114,0.0,0.0,0.0,0
335,1971-05-22 16:44:00,6.6,Mw,3.0,38.86,40.57,waveform,9.0,True,311,49,19.745379593395995,21.6997699362758,0.0019814044808229565,0.005997632349118892,0.21038450460688016,0.0,1.234816988755943e-06,0.0003839980835030983,4
335,1971-05-22 16:44:00,6.6,Mw,3.0,38.86,40.57,isc_ehb,5.0,True,311,49,19.745379593395995,20.368603665624676,0.0019816332120053816,0.006086517285754921,0.22845436327829804,0.0,2.8577008255390692e-06,0.0008887149567426505,4
337,1971-05-25 05:43:00,5.8,Mw,-102.0,39.02,29.72,waveform,7.0,True,311,49,19.86995062007312,21.066915712655806,0.0005050509962841134,0.0018687024662952592,0.09627869900239817,0.0,3.2154340836012864e-11,1e-08,1
337,1971-05-25 05:43:00,5.8,Mw,-102.0,39.02,29.72,isc_ehb,14.0,True,311,49,19.86995062007312,24.306685040213612,0.0005047358030531618,0.0017772774032212095,0.07777418290452713,0.0,3.2154340836012864e-11,1e-08,1
455,1975-03-27 05:15:00,6.1,Mw,-145.0,40.42,26.09,waveform,15.0,True,311,15,34.847123753706384,37.93839788270095,0.00042725193886458993,0.00124107513193303,0.061034667155601255,0.0,3.2154340836012864e-11,1e-08,1
455,1975-03-27 05:15:00,6.1,Mw,-145.0,40.42,26.09,isc_ehb,10.0,True,311,15,34.847123753706384,36.253579601276996,0.0004273295812191173,0.0012595460379551838,0.06543055357474996,0.0,3.2154340836012864e-11,1e-08,1
474,1975-09-06 09:20:00,6.6,Mw,50.0,38.56,40.8,waveform,5.0,True,311,47,13.991836991751931,14.858381553983522,0.002051369613603523,0.0068774942707588585,0.3749910833367652,0.0,0.0002690081795809556,0.0836614938496772,6
474,1975-09-06 09:20:00,6.6,Mw,50.0,38.56,40.8,isc_ehb,22.0,True,311,46,13.991836991751931,26.072428011287283,0.002049104303715546,0.006066998536068452,0.18899958883132761,0.0,2.0876383889417792e-07,6.488555389608933e-05,5
478,1975-09-22 00:44:00,5.6,Mw,131.0,35.26,26.26,waveform,64.0,False,311,0,207.6886647420168,217.32597972244795,0.00013455395636435065,0.00021647789886834206,0.0022005890431125957,0.0,0.0,0.0,0
478,1975-09-22 00:44:00,5.6,Mw,131.0,35.26,26.26,isc_ehb,54.0,False,311,0,207.6886647420168,214.59399213939298,0.00013471482020845858,0.000217567979895528,0.002250092256719547,0.0,0.0,0.0,0
2287,1977-11-28 02:59:00,5.6,Mw,32.0,36.0,27.8,waveform,66.0,False,311,9,80.68226041755528,104.23831899108028,0.00017117118695161046,0.00036044823636143154,0.007243304505956378,0.0,0.0,0.0,0
2287,1977-11-28 02:59:00,5.6,Mw,32.0,36.0,27.8,isc_ehb,84.0,False,311,8,80.68226041755528,116.47157226588044,0.00017048359771753373,0.000346444393233803,0.005974685029101277,0.0,0.0,0.0,0
2287,1977-11-28 02:59:00,5.6,Mw,32.0,36.0,27.8,global_cmt,85.0,False,311,8,80.68226041755528,117.19482559433334,0.00017044075528381805,0.0003456582362784408,0.005910726750486292,0.0,0.0,0.0,0
2277,1979-08-22 20:13:00,5.3,Mw,-106.0,35.91,27.41,waveform,68.0,False,311,5,93.803052232625,115.8577257163137,7.801862756272367e-05,0.00016492596006333903,0.003467174354937283,0.0,0.0,0.0,0
2277,1979-08-22 20:13:00,5.3,Mw,-106.0,35.91,27.41,isc_ehb,86.0,False,311,5,93.803052232625,127.25962677988875,7.771529451416576e-05,0.0001592780529825206,0.0029213040971172097,0.0,0.0,0.0,0
2277,1979-08-22 20:13:00,5.3,Mw,-106.0,35.91,27.41,global_cmt,94.0,False,311,3,93.803052232625,132.79688478332832,7.755868654005504e-05,0.0001567001017745616,0.0027025434760989037,0.0,0.0,0.0,0
648,1980-05-02 05:31:00,5.6,Mw,104.0,36.35,29.39,waveform,22.0,True,311,21,7.46946528121715,23.23344381677646,0.0002708168069718492,0.000995516628627082,0.07709431737033155,0.0,3.2154340836012864e-11,1e-08,1
648,1980-05-02 05:31:00,5.6,Mw,104.0,36.35,29.39,isc_ehb,40.0,False,311,21,7.46946528121715,40.69143535914294,0.0002701120419675024,0.0007904509160976395,0.030618857981433285,0.0,0.0,0.0,0
648,1980-05-02 05:31:00,5.6,Mw,104.0,36.35,29.39,global_cmt,15.0,True,311,21,7.46946528121715,16.756876546281184,0.0002709809284401833,0.0011715361293769592,0.12635885551093717,0.0,3.2154340836012864e-11,1e-08,1
710,1981-12-19 14:10:00,6.9,Mw,175.0,39.19,25.26,waveform,10.0,True,311,8,134.75894543710376,135.12946893746127,0.0016041660894676587,0.002814753189785004,0.026098550404807314,0.0,0.0,0.0,0
710,1981-12-19 14:10:00,6.9,Mw,175.0,39.19,25.26,isc_ehb,16.0,True,311,8,134.75894543710376,135.70546553223383,0.0016038636129703616,0.0028109889776946257,0.025945256115382755,0.0,0.0,0.0,0
710,1981-12-19 14:10:00,6.9,Mw,175.0,39.19,25.26,global_cmt,10.0,True,311,8,134.75894543710376,135.12946893746127,0.0016041660894676587,0.002814753189785004,0.026098550404807314,0.0,0.0,0.0,0
751,1983-03-19 21:41:00,5.6,Mw,139.0,35.05,25.29,waveform,67.0,False,311,0,285.6335974653671,293.3863527858911,0.00010498633578608664,0.00015619070178388467,0.001181501017399598,0.0,0.0,0.0,0
751,1983-03-19 21:41:00,5.6,Mw,139.0,35.05,25.29,isc_ehb,66.0,False,311,0,285.6335974653671,293.1596015842008,0.00010499914676154235,0.0001562476642256782,0.0011831133404981457,0.0,0.0,0.0,0
751,1983-03-19 21:41:00,5.6,Mw,139.0,35.05,25.29,global_cmt,65.0,False,311,0,285.6335974653671,292.93608859443617,0.00010501176834624075,0.0001563038416182222,0.0011847060073108167,0.0,0.0,0.0,0
774,1983-10-10 10:17:00,5.4,Mw,176.0,40.23,26.8,waveform,11.0,True,311,24,13.562405571676743,17.46249824311082,0.00012566886709492372,0.0007572804448038125,0.08719482389145589,0.0,3.2154340836012864e-11,1e-08,1
774,1983-10-10 10:17:00,5.4,Mw,176.0,40.23,26.8,isc_ehb,11.0,True,311,24,13.562405571676743,17.46249824311082,0.00012566886709492372,0.0007572804448038125,0.08719482389145589,0.0,3.2154340836012864e-11,1e-08,1
774,1983-10-10 10:17:00,5.4,Mw,176.0,40.23,26.8,global_cmt,15.0,True,311,24,13.562405571676743,20.222236396863934,0.00012564536838567116,0.0006962620023832823,0.06947389145078835,0.0,3.2154340836012864e-11,1e-08,1
781,1983-10-30 04:12:00,6.6,Mw,5.0,40.35,42.18,waveform,9.0,True,311,37,25.606930912156905,27.142492714192205,0.0013978548383326442,0.005046446885562819,0.1557045108568614,0.0,1.2861736334405146e-10,1e-08,4
781,1983-10-30 04:12:00,6.6,Mw,5.0,40.35,42.18,isc_ehb,11.0,True,311,37,25.606930912156905,27.86960550025739,0.001397761024009838,0.005000438295250318,0.15013706120123788,0.0,1.2861736334405146e-10,1e-08,4
781,1983-10-30 04:12:00,6.6,Mw,5.0,40.35,42.18,global_cmt,11.0,True,311,37,25.606930912156905,27.86960550025739,0.001397761024009838,0.005000438295250318,0.15013706120123788,0.0,1.2861736334405146e-10,1e-08,4
797,1984-05-06 09:12:00,5.4,Mw,-161.0,38.77,25.64,waveform,9.0,True,311,11,79.46195214300963,79.97000586706214,0.00010133028563472149,0.0002769182817031796,0.008224525894525117,0.0,0.0,0.0,0
797,1984-05-06 09:12:00,5.4,Mw,-161.0,38.77,25.64,isc_ehb,12.0,True,311,11,79.46195214300963,80.36293821394258,0.00010132172521553105,0.0002764281000650105,0.00815297703453807,0.0,0.0,0.0,0
797,1984-05-06 09:12:00,5.4,Mw,-161.0,38.77,25.64,global_cmt,10.0,True,311,11,79.46195214300963,80.08871230315764,0.00010132770376114939,0.00027676987982783717,0.008202809131004832,0.0,0.0,0.0,0
842,1985-09-27 16:39:00,5.8,Mw,9.0,34.27,26.58,waveform,38.0,False,311,0,290.7266357015504,293.1995509995573,0.00016937935037971756,0.00023772668214825794,0.0016635909849271582,0.0,0.0,0.0,0
842,1985-09-27 16:39:00,5.8,Mw,9.0,34.27,26.58,isc_ehb,41.0,False,311,0,290.7266357015504,293.60343442531797,0.0001693419314872629,0.00023757932108799037,0.001659676342137152,0.0,0.0,0.0,0
842,1985-09-27 16:39:00,5.8,Mw,9.0,34.27,26.58,global_cmt,43.0,False,311,0,290.7266357015504,293.8893953621702,0.000169315417531763,0.00023747505947990956,0.0016569134548031254,0.0,0.0,0.0,0
856,1986-03-25 01:41:00,5.5,Mw,-22.0,38.4,25.1,waveform,6.0,True,311,5,111.39701001244082,111.55847722029841,0.0001098838539760423,0.00024545380064103846,0.00525197108028554,0.0,0.0,0.0,0
856,1986-03-25 01:41:00,5.5,Mw,-22.0,38.4,25.1,isc_ehb,4.0,True,311,5,111.39701001244082,111.46880209149033,0.00010988676128359591,0.0002455183772628305,0.005259464192977754,0.0,0.0,0.0,0
856,1986-03-25 01:41:00,5.5,Mw,-22.0,38.4,25.1,global_cmt,15.0,True,311,5,111.39701001244082,112.40237470672868,0.00010985638794683737,0.00024484851062728024,0.00518226011077267,0.0,0.0,0.0,0
857,1986-03-29 18:36:00,5.3,Mw,152.0,38.37,25.17,waveform,14.0,True,311,5,105.1899606493347,106.11751891845465,7.419673846425183e-05,0.00017619680346573504,0.0042746454406864115,0.0,0.0,0.0,0
857,1986-03-29 18:36:00,5.3,Mw,152.0,38.37,25.17,isc_ehb,10.0,True,311,5,105.1899606493347,105.66422204989057,7.420650749610867e-05,0.0001764578289098824,0.004308164184157228,0.0,0.0,0.0,0
860,1986-05-05 03:35:00,6.0,Mw,31.0,38.03,37.77,waveform,4.0,True,311,48,16.528922216169995,17.006036270342307,0.000901464045390134,0.002792706607751006,0.1612295838956103,0.0,6.430868167202573e-11,1e-08,2
860,1986-05-05 03:35:00,6.0,Mw,31.0,38.03,37.77,isc_ehb,4.0,True,311,48,16.528922216169995,17.006036270342307,0.000901464045390134,0.002792706607751006,0.1612295838956103,0.0,6.430868167202573e-11,1e-08,2
860,1986-05-05 03:35:00,6.0,Mw,31.0,38.03,37.77,global_cmt,15.0,True,311,48,16.528922216169995,22.3205123065802,0.0009006835991461217,0.0025724757690070753,0.10932611644031318,0.0,3.2154340836012864e-11,1e-08,1
861,1986-05-13 08:44:00,5.8,Mw,6.0,41.44,43.72,waveform,13.0,True,311,12,61.61774221760564,62.974170546306524,0.00021800139339552704,0.0005709615155908088,0.016812376413875337,0.0,0.0,0.0,0
861,1986-05-13 08:44:00,5.8,Mw,6.0,41.44,43.72,isc_ehb,7.0,True,311,12,61.61774221760564,62.0140803043575,0.00021803898459237897,0.0005740681693306628,0.01725444528929925,0.0,0.0,0.0,0
861,1986-05-13 08:44:00,5.8,Mw,6.0,41.44,43.72,global_cmt,15.0,True,311,12,61.61774221760564,63.4172386342649,0.00021798385563447648,0.0005695509930037128,0.01661434354159371,0.0,0.0,0.0,0
2294,1986-05-22 19:52:00,5.3,Mw,99.0,34.61,26.57,waveform,27.0,True,311,0,255.90056329214946,257.32100243322424,7.126796325551632e-05,0.00010910729963783911,0.0009824033251842742,0.0,0.0,0.0,0
2294,1986-05-22 19:52:00,5.3,Mw,99.0,34.61,26.57,isc_ehb,48.0,False,311,0,255.90056329214946,260.36339660797057,7.115180486736554e-05,0.00010850897488721785,0.0009613851172266298,0.0,0.0,0.0,0
2294,1986-05-22 19:52:00,5.3,Mw,99.0,34.61,26.57,global_cmt,33.0,False,311,0,255.90056329214946,258.0195695935473,7.124137794431593e-05,0.00010896949611577096,0.0009775151382419142,0.0,0.0,0.0,0
862,1986-06-06 10:39:00,5.9,Mw,30.0,37.99,37.93,waveform,2.0,True,311,47,20.456329849468435,20.553866568367454,0.0007542416441678303,0.0023296440052689936,0.10871694536034333,0.0,6.430868167202573e-11,1e-08,2
862,1986-06-06 10:39:00,5.9,Mw,30.0,37.99,37.93,isc_ehb,10.0,True,311,47,20.456329849468435,22.769748152104214,0.0007539078603137176,0.002252283991876511,0.09324392254741201,0.0,6.430868167202573e-11,1e-08,2
862,1986-06-06 10:39:00,5.9,Mw,30.0,37.99,37.93,global_cmt,15.0,True,311,47,20.456329849468435,25.366541563844553,0.0007534737283618908,0.002174360255377405,0.07902137067942752,0.0,3.2154340836012864e-11,1e-08,1
876,1986-10-11 09:00:00,5.7,Mw,-36.0,37.91,28.53,waveform,9.0,True,311,40,6.778848692962922,11.267332852192,0.00031869192961534994,0.001980353936292808,0.21965658627954493,0.0,1.967435340502828e-06,0.0006118723908963795,1
876,1986-10-11 09:00:00,5.7,Mw,-36.0,37.91,28.53,isc_ehb,5.0,True,311,40,6.778848692962922,8.423347885614431,0.0003187376500429724,0.0022313259984689774,0.294993496125792,0.0,3.958280016412409e-05,0.01231025085104259,1
876,1986-10-11 09:00:00,5.7,Mw,-36.0,37.91,28.53,global_cmt,15.0,True,311,40,6.778848692962922,16.460643656980277,0.00031857442741264024,0.001691021295623286,0.13628034691837448,0.0,3.2154340836012864e-11,1e-08,1
2289,1987-06-19 18:46:00,5.2,Mw,88.0,36.8,28.2,waveform,65.0,False,311,22,31.75104913221087,72.34036992576185,0.00010257461429664156,0.0003395123406582967,0.0073047028131364026,0.0,0.0,0.0,0
2289,1987-06-19 18:46:00,5.2,Mw,88.0,36.8,28.2,isc_ehb,85.0,False,311,20,31.75104913221087,90.73659196264795,0.00010190146955033764,0.0002996634453102585,0.0051135726391186385,0.0,0.0,0.0,0
2289,1987-06-19 18:46:00,5.2,Mw,88.0,36.8,28.2,global_cmt,59.0,False,311,22,31.75104913221087,67.00096358259387,0.00010274298054895228,0.0003538605342179941,0.00819027291300154,0.0,0.0,0.0,0
914,1988-12-07 07:41:00,6.8,Mw,155.0,40.96,44.16,waveform,5.0,True,311,14,56.85510570065311,57.07453936942845,0.0013803865113502759,0.002956117217315878,0.06634521441322833,0.0,3.2154340836012864e-11,1e-08,1
914,1988-12-07 07:41:00,6.8,Mw,155.0,40.96,44.16,isc_ehb,5.0,True,311,14,56.85510570065311,57.07453936942845,0.0013803865113502759,0.002956117217315878,0.06634521441322833,0.0,3.2154340836012864e-11,1e-08,1
914,1988-12-07 07:41:00,6.8,Mw,155.0,40.96,44.16,global_cmt,15.0,True,311,14,56.85510570065311,58.8005360879681,0.0013800604822279264,0.0029386331421476478,0.06358682516554615,0.0,3.2154340836012864e-11,1e-08,1
921,1989-04-27 23:06:00,5.3,Mw,-103.0,37.1,28.2,waveform,7.0,True,311,27,15.054877222467992,16.602690389921314,0.00011015647912233878,0.0007678733597808818,0.08255994150159597,0.0,3.2154340836012864e-11,1e-08,1
921,1989-04-27 23:06:00,5.3,Mw,-103.0,37.1,28.2,isc_ehb,11.0,True,311,27,15.054877222467992,18.645356745945772,0.00011014024987712352,0.0007185541785084261,0.06928247855096724,0.0,3.2154340836012864e-11,1e-08,1
921,1989-04-27 23:06:00,5.3,Mw,-103.0,37.1,28.2,global_cmt,15.0,True,311,27,15.054877222467992,21.252042917884047,0.00011011681642723161,0.0006683170170824218,0.05640345218416782,0.0,3.2154340836012864e-11,1e-08,1
922,1989-04-28 13:30:00,5.3,Mw,-103.0,37.06,28.01,waveform,22.0,True,311,24,20.843952287814542,30.306275702842292,0.00010523035363265286,0.0005531938913973647,0.0313588067799685,0.0,0.0,0.0,0
922,1989-04-28 13:30:00,5.3,Mw,-103.0,37.06,28.01,isc_ehb,17.0,True,311,24,20.843952287814542,26.89740409364237,0.00010527033341616193,0.0005922092827909567,0.03840238583873681,0.0,0.0,0.0,0
922,1989-04-28 13:30:00,5.3,Mw,-103.0,37.06,28.01,global_cmt,15.0,True,311,24,20.843952287814542,25.680154730388388,0.00010528346188520504,0.0006082866368125638,0.0414996908643311,0.0,0.0,0.0,0
971,1990-07-09 11:22:00,5.2,Mw,-21.0,34.9,26.6,waveform,9.0,True,311,0,225.40292671204102,225.5825333893423,5.5435841236266486e-05,8.994170443898329e-05,0.0009631817354469416,0.0,0.0,0.0,0
971,1990-07-09 11:22:00,5.2,Mw,-21.0,34.9,26.6,isc_ehb,29.0,True,311,0,225.40292671204102,227.26081793911095,5.538772372817324e-05,8.964533257644016e-05,0.0009499601916111027,0.0,0.0,0.0,0
971,1990-07-09 11:22:00,5.2,Mw,-21.0,34.9,26.6,global_cmt,33.0,False,311,0,225.40292671204102,227.80579310095197,5.5372040918472276e-05,8.954941980053799e-05,0.0009457266512181721,0.0,0.0,0.0,0
973,1990-07-18 11:29:00,5.4,Mw,-60.0,37.04,29.51,waveform,14.0,True,311,33,23.619198502459792,27.45663012641207,0.0001724791740976021,0.0008385354068334521,0.03627727864436186,0.0,0.0,0.0,0
973,1990-07-18 11:29:00,5.4,Mw,-60.0,37.04,29.51,isc_ehb,9.0,True,311,34,23.619198502459792,25.275809342108094,0.00017254041915536623,0.0008772248090506975,0.04159714689403607,0.0,0.0,0.0,0
973,1990-07-18 11:29:00,5.4,Mw,-60.0,37.04,29.51,global_cmt,15.0,True,311,33,23.619198502459792,27.979752284439524,0.00017246373689407666,0.0008300537876023864,0.035309676237344205,0.0,0.0,0.0,0
986,1990-12-16 15:45:00,5.5,Mw,4.0,41.37,43.72,waveform,11.0,True,311,12,54.298614627071395,55.40162046744853,0.00012201448512476558,0.0003667972261091684,0.014159347019254375,0.0,0.0,0.0,0
986,1990-12-16 15:45:00,5.5,Mw,4.0,41.37,43.72,isc_ehb,24.0,True,311,12,54.298614627071395,59.366148185807134,0.00012193052224480618,0.0003568683260179228,0.012537193691274548,0.0,0.0,0.0,0
986,1990-12-16 15:45:00,5.5,Mw,4.0,41.37,43.72,global_cmt,17.6,True,311,12,54.298614627071395,57.07976480697176,0.00012197963769240944,0.000362460213091211,0.01343523278609813,0.0,0.0,0.0,0
990,1991-03-19 12:09:00,5.5,Mw,40.0,34.8,26.3,waveform,12.0,True,311,0,248.07631684106738,248.36638052971188,9.619758809674158e-05,0.0001472315448163762,0.0013399780963389714,0.0,0.0,0.0,0
990,1991-03-19 12:09:00,5.5,Mw,40.0,34.8,26.3,isc_ehb,6.0,True,311,0,248.07631684106738,248.14886454995045,9.62082737115981e-05,0.000147287163371061,0.0013420787671902968,0.0,0.0,0.0,0
990,1991-03-19 12:09:00,5.5,Mw,40.0,34.8,26.3,global_cmt,15.0,True,311,0,248.07631684106738,248.52939258250652,9.618957553202049e-05,0.00014718988261588879,0.0013384071497710176,0.0,0.0,0.0,0
995,1991-04-29 09:12:00,6.9,Mw,90.0,42.42,43.67,waveform,6.0,True,311,3,157.96212544928977,158.07603574374315,0.0017310181652205787,0.0025310986356825893,0.018285098259525918,0.0,0.0,0.0,0
995,1991-04-29 09:12:00,6.9,Mw,90.0,42.42,43.67,isc_ehb,17.0,True,311,3,157.96212544928977,158.8742681382267,0.0017305052822374951,0.0025276451402910646,0.018153592111244593,0.0,0.0,0.0,0
995,1991-04-29 09:12:00,6.9,Mw,90.0,42.42,43.67,global_cmt,22.0,True,311,3,157.96212544928977,159.48678025609885,0.0017301102247127332,0.002525003625222094,0.018053763530778623,0.0,0.0,0.0,0
996,1991-04-29 18:30:00,6.0,Mw,80.0,42.53,43.88,waveform,8.0,True,311,3,176.30017702033334,176.48159229053005,0.0003259634165600059,0.0005165663426241812,0.004340891844426106,0.0,0.0,0.0,0
996,1991-04-29 18:30:00,6.0,Mw,80.0,42.53,43.88,isc_ehb,10.0,True,311,3,176.30017702033334,176.5835564751171,0.0003259493376081133,0.0005164552305238132,0.004336720878051615,0.0,0.0,0.0,0
996,1991-04-29 18:30:00,6.0,Mw,80.0,42.53,43.88,global_cmt,15.0,True,311,3,176.30017702033334,176.93714256029136,0.00032590046273689075,0.0005160703774865693,0.004322306510272887,0.0,0.0,0.0,0
998,1991-05-03 20:19:00,5.6,Mw,106.0,42.97,43.25,waveform,8.0,True,311,1,198.90611905746331,199.0669339656935,0.00015613711317057766,0.00023462770217163085,0.0019176336796388207,0.0,0.0,0.0,0
998,1991-05-03 20:19:00,5.6,Mw,106.0,42.97,43.25,isc_ehb,1.0,True,311,1,198.90611905746331,198.90863279028835,0.00015614692025324299,0.00023470375631332743,0.0019203305085522158,0.0,0.0,0.0,0
998,1991-05-03 20:19:00,5.6,Mw,106.0,42.97,43.25,global_cmt,15.0,True,311,1,198.90611905746331,199.47091065742336,0.00015611205658565538,0.0002344338395821173,0.0019107782902240485,0.0,0.0,0.0,0
1002,1991-06-15 00:59:00,6.2,Mw,117.0,42.44,44.02,waveform,7.0,True,311,3,173.15412969327485,173.29556436861114,0.00047388273621656597,0.00074503843379226,0.006085946222083849,0.0,0.0,0.0,0
1002,1991-06-15 00:59:00,6.2,Mw,117.0,42.44,44.02,isc_ehb,8.0,True,311,3,173.15412969327485,173.33883762687302,0.0004738740353408583,0.0007449732198350139,0.006083495339580009,0.0,0.0,0.0,0
