location_id,longitude,latitude,vs30_model_9arcsec_m_s,vs30_model_9arcsec_status,vs30_model_9arcsec_fallback_distance_m,vs30_model_source_raster,vs30_model_source_raster_md5,vs30_3arcsec_m_s,vs30_3arcsec_status,vs30_3arcsec_direct_status,vs30_3arcsec_raster_row,vs30_3arcsec_raster_column,vs30_3arcsec_fallback_distance_m,vs30_3arcsec_source_raster,vs30_3arcsec_source_raster_md5,vs30_3arcsec_minus_model_m_s,vs30_absolute_difference_m_s,vs30_percent_difference
245,43.728832476246495,37.90767360543753,537.9388427734375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,542.3809204101562,direct,valid,4451,20905,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,4.44207763671875,4.44207763671875,0.825758856493211
246,44.25445035909105,37.70976235251805,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,4430,21598,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
247,32.86785971045566,41.65979456066122,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,4087,7227,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
248,33.444797513838466,41.52255515900016,449.5407409667969,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,449.4922180175781,direct,valid,4076,7901,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.04852294921875,0.04852294921875,-0.0107938935889092
249,34.01948170678295,41.38201157695592,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,4066,8576,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
250,34.59188130842567,41.238184225796175,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,4055,9251,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
251,35.16196698394322,41.09109371005216,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,4043,9927,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
252,35.729711038947386,40.9407608091312,416.62835693359375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,411.46221923828125,direct,valid,4031,10604,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-5.1661376953125,5.1661376953125,-1.2399870554504597
253,36.29508741192155,40.78720645911132,445.3791198730469,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,446.0419921875,direct,valid,4019,11282,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.662872314453125,0.662872314453125,0.14883327144794609
254,36.85807166478312,40.63045173474038,512.1145629882812,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,507.6919250488281,direct,valid,4006,11960,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-4.422637939453125,4.422637939453125,-0.8636032362849109
255,37.41864097165869,40.47051783166179,618.8026123046875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,3992,12640,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.347412109375,0.347412109375,0.056142637808377645
256,37.97677410596052,40.30742604888621,619.12255859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,3979,13320,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0274658203125,0.0274658203125,0.004436249322732603
257,38.5324514258542,40.14119777152859,545.0187377929688,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,570.3954467773438,direct,valid,3964,14001,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,25.376708984375,25.376708984375,4.656116794651309
258,39.08565485820786,39.97185445382736,483.9147644042969,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,483.81463623046875,direct,valid,3950,14683,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.100128173828125,0.100128173828125,-0.020691283092257706
259,39.63636788111455,39.79941760246207,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,3934,15365,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
260,40.18457550507881,39.62390876018369,435.2808837890625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,454.60797119140625,direct,valid,3918,16049,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,19.32708740234375,19.32708740234375,4.440141555058428
261,40.73026425295892,39.44534948977105,530.8173828125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,532.9637451171875,direct,valid,3902,16734,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,2.1463623046875,2.1463623046875,0.40435041771148195
262,41.27342213875534,39.263761358325205,403.1685791015625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,413.1262512207031,direct,valid,3885,17420,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,9.957672119140625,9.957672119140625,2.4698532165702773
263,41.81403864533565,39.07916592191211,356.8906555175781,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,350.51214599609375,direct,valid,3868,18107,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-6.378509521484375,6.378509521484375,-1.7872447549051087
264,42.35210470118456,38.891584710563,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,3850,18795,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
265,42.887612656266974,38.70103921364054,220.89083862304688,nearest_valid,9485.55374329096,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,159.88558959960938,nearest_valid,nodata,3719,19427,9422.516914005155,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-61.0052490234375,61.0052490234375,-27.617826707400827
266,43.420556257090176,38.5075508655773,406.5823364257813,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,407.0455017089844,direct,valid,3812,20174,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.46316528320306816,0.46316528320306816,0.11391672527505771
267,43.9509306210494,38.31114103199241,521.9302978515625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,522.9056396484375,direct,valid,3792,20865,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.975341796875,0.975341796875,0.18687204036436073
268,33.61645171466469,41.949571640011015,578.09033203125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,585.3824462890625,direct,valid,3416,7878,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,7.2921142578125,7.2921142578125,1.2614143246765641
269,34.194586415748496,41.80788002812139,611.6973876953125,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,613.1983642578125,direct,valid,3405,8552,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,1.5009765625,1.5009765625,0.24537893943853803
270,34.77037131351163,41.662885026533125,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,3394,9227,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
271,35.34377666794147,41.51460783665575,614.709716796875,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,611.6298828125,direct,valid,3383,9902,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-3.079833984375,3.079833984375,-0.501022498948508
272,35.91477444162001,41.36306983487982,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,3371,10578,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
273,36.48333829085251,41.20829255371199,261.2767333984375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,261.0055847167969,direct,valid,3359,11255,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-0.271148681640625,0.271148681640625,-0.10377834953529258
274,37.04944355484163,41.05029766313624,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,3346,11933,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
275,37.61306724300135,40.88910695222355,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,3333,12611,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
276,38.17418802050582,40.72474231101067,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,3319,13291,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
277,38.732786192170245,40.55722571266727,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,3305,13971,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
278,39.288843684761055,40.38657919596919,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,3290,14652,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
279,39.8423440278335,40.21282484809435,549.0767822265625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,557.3491821289062,direct,valid,3275,15334,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,8.27239990234375,8.27239990234375,1.5066016575675123
280,40.39327233319441,40.03598478775554,600.7100219726562,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,600.7100219726562,direct,valid,3259,16017,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
281,40.94161527308801,39.85608114868425,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,3243,16701,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
282,41.48736105720132,39.67313606347664,406.0848693847656,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,399.6725769042969,direct,valid,3226,17386,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-6.41229248046875,6.41229248046875,-1.5790523025848322
283,42.03049940858551,39.48717164781292,576.5399780273438,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,576.5399780273438,direct,valid,3209,18072,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
284,42.57102153858751,39.29820998505886,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,3191,18759,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
285,43.108920120885394,39.106273111257465,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,3173,19447,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
286,43.64418926471844,38.91138300051731,535.6008911132812,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,535.727783203125,direct,valid,3153,20136,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.12689208984375,0.12689208984375,0.023691538223544875
287,44.17682448740173,38.71356155080296,420.6057739257813,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,419.4975891113281,direct,valid,3134,20826,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.1081848144531818,1.1081848144531818,-0.26347351442891237
288,38.93677722780187,40.972420283171616,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,2646,13942,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
289,39.49571909858484,40.80044778902895,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,2632,14622,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
290,40.05203511772502,40.62535312599842,609.095947265625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,614.683837890625,direct,valid,2617,15304,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,5.587890625,5.587890625,0.917407290277559
291,40.60571052901054,40.44715900445944,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,2601,15986,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
292,41.15673218632065,40.26588814434975,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,2585,16669,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
293,41.70508852872559,40.08156325855301,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,2569,17353,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
294,42.25076955448307,39.894207036685685,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,2551,18038,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
295,42.79376679403261,39.70384212929231,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,2534,18724,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
296,43.33407328208632,39.51049113245673,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,2515,19411,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
297,43.87168352891327,39.31417657283573,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,2496,20100,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
298,40.82197523280503,40.85741936414967,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,1944,15956,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
299,41.37569978034522,40.67475798937051,560.1820068359375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,561.0712280273438,direct,valid,1928,16638,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.88922119140625,0.88922119140625,0.15873790670800308
300,41.926688929415135,40.48903002379566,540.3002319335938,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,535.0068359375,direct,valid,1912,17321,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-5.29339599609375,5.29339599609375,-0.9797138115506753
301,42.47493299098696,40.30025874564381,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,1895,18006,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
302,43.02042385331604,40.10846738679795,426.7346801757813,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,425.4351501464844,direct,valid,1877,18691,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.2995300292969318,1.2995300292969318,-0.304528806695914
303,43.56315495196356,39.91367911703061,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,1859,19377,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
304,44.10312123901409,39.71591702867863,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,1840,20065,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
305,41.598605305389576,41.08267754767554,619.1500244140625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,619.1500244140625,direct,valid,1272,16609,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
306,42.15224905047704,40.89552278239917,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,1256,17291,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
307,42.70307599224188,40.70531276695041,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,1239,17975,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
308,43.2510784181305,40.51207132902601,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,1222,18659,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
309,42.38185817002582,41.30102727729793,506.8955383300781,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,505.7266540527344,direct,valid,601,17262,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-1.16888427734375,1.16888427734375,-0.23059667899120484
310,42.935287266968686,41.10935440482272,537.5999755859375,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,537.5999755859375,direct,valid,585,17945,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,0.0,0.0,0.0
311,43.48581857106326,40.91463883219449,535.4801025390625,direct,,TRVs30GeoM_9Arcsec.tif,B66C0EC63B18E8FC8DBFD4E41201F4AC,532.794921875,direct,valid,568,18629,,TRVs30GeoM_3Arcsec.tif,C0F54FC735ABBEA202C7C6A44E590D82,-2.6851806640625,2.6851806640625,-0.5014529300585207
