receiver_id,latitude,longitude,vs30_3arcsec,direct_cell_status_3arcsec,direct_3arcsec,fallback_3arcsec,fallback_distance_3arcsec_m,vs30_9arcsec,direct_cell_status_9arcsec,direct_9arcsec,fallback_9arcsec,fallback_distance_9arcsec_m,fallback_category
232,40.20984904786767,36.67016980061532,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
233,40.05114986708789,37.227721015306265,618.9990844726562,valid,True,False,,618.48388671875,valid,True,False,,neither
234,39.88930876159981,37.782900822775545,454.6751403808594,valid,True,False,,438.1587829589844,valid,True,False,,neither
235,39.72434654493565,38.33568965765315,449.1175537109375,valid,True,False,,447.51953125,valid,True,False,,neither
236,39.55628410288591,38.88606947191002,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
237,39.38514237732356,39.43402371894801,619.1500244140625,valid,True,False,,619.1500244140625,valid,True,False,,neither
238,39.210942350318334,39.97953733639344,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
239,39.03370502855385,40.522596727679726,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
240,38.85345142805938,41.063189742503695,537.5999755859375,valid,True,False,,537.5999755859375,valid,True,False,,neither
241,38.67020255926717,41.60130565624036,576.5399780273438,valid,True,False,,576.5399780273438,valid,True,False,,neither
242,38.48397941240376,42.136935148399466,552.7262573242188,valid,True,False,,552.7262573242188,valid,True,False,,neither
243,38.29480294322424,42.67007028020628,576.5399780273438,valid,True,False,,576.5399780273438,valid,True,False,,neither
244,38.10269405909594,43.20070447138824,576.5399780273438,valid,True,False,,576.5399780273438,valid,True,False,,neither
245,37.90767360543753,43.728832476246495,542.3809204101562,valid,True,False,,537.9388427734375,valid,True,False,,neither
246,37.70976235251805,44.25445035909105,576.5399780273438,valid,True,False,,576.5399780273438,valid,True,False,,neither
247,41.65979456066122,32.86785971045566,600.7100219726562,valid,True,False,,600.7100219726562,valid,True,False,,neither
